0.000000000000000000e+00,nan
1.000000000000000000e+00,1.790953533658808799e-02
2.000000000000000000e+00,7.146418756401075323e-02
3.000000000000000000e+00,1.405173063415721679e-01
4.000000000000000000e+00,2.751992314929718186e-01
5.000000000000000000e+00,4.332834824694041242e-01
6.000000000000000000e+00,6.148642028361701595e-01
7.000000000000000000e+00,8.283179982781664341e-01
8.000000000000000000e+00,1.076106132981658359e+00
9.000000000000000000e+00,1.355062633831755292e+00
1.000000000000000000e+01,1.665910529487375724e+00
1.100000000000000000e+01,2.020492961320864200e+00
1.200000000000000000e+01,2.434075342227830951e+00
1.300000000000000000e+01,2.842496813445418713e+00
1.400000000000000000e+01,3.293982434136128568e+00
1.500000000000000000e+01,3.763667124521625329e+00
1.600000000000000000e+01,4.280364437589472715e+00
1.700000000000000000e+01,4.835231979419295278e+00
1.800000000000000000e+01,5.414604156310770300e+00
1.900000000000000000e+01,6.030373809672487262e+00
2.000000000000000000e+01,6.672479738916827330e+00
2.100000000000000000e+01,7.317877128541831588e+00
2.200000000000000000e+01,7.994703262233605834e+00
2.300000000000000000e+01,8.666729171037571788e+00
2.400000000000000000e+01,9.320357802591663798e+00
2.500000000000000000e+01,9.921588343978498870e+00
2.600000000000000000e+01,1.045448586151969295e+01
2.700000000000000000e+01,1.090207389141161620e+01
2.800000000000000000e+01,1.126450839793145775e+01
2.900000000000000000e+01,1.155894463899346114e+01
3.000000000000000000e+01,1.181503212297375960e+01
3.100000000000000000e+01,1.205531180959237325e+01
3.200000000000000000e+01,1.229591925299435040e+01
3.300000000000000000e+01,1.252410425142652706e+01
3.400000000000000000e+01,1.275317906015161817e+01
3.500000000000000000e+01,1.296202537663104870e+01
3.600000000000000000e+01,1.314418527016340299e+01
3.700000000000000000e+01,1.327547626474006570e+01
3.800000000000000000e+01,1.334130266976415591e+01
3.900000000000000000e+01,1.335388805635943221e+01
4.000000000000000000e+01,1.332035578160181899e+01
4.100000000000000000e+01,1.324752030394897773e+01
4.200000000000000000e+01,1.315088959030814664e+01
4.300000000000000000e+01,1.304014476802150213e+01
4.400000000000000000e+01,1.289645061898815470e+01
4.500000000000000000e+01,1.274378711413608123e+01
4.600000000000000000e+01,1.256213708157864239e+01
4.700000000000000000e+01,1.236414841610087834e+01
4.800000000000000000e+01,1.214787071114657557e+01
4.900000000000000000e+01,1.192323857536179155e+01
5.000000000000000000e+01,1.168785962750234830e+01
5.100000000000000000e+01,1.145455247631488938e+01
5.200000000000000000e+01,1.123101713589007034e+01
5.300000000000000000e+01,1.102146792390709784e+01
5.400000000000000000e+01,1.083227658422033102e+01
5.500000000000000000e+01,1.065287733724291819e+01
5.600000000000000000e+01,1.049398487595004248e+01
5.700000000000000000e+01,1.034930291485151876e+01
5.800000000000000000e+01,1.022233551267358820e+01
5.900000000000000000e+01,1.011915849052135208e+01
6.000000000000000000e+01,1.001917068744019979e+01
6.100000000000000000e+01,9.939076535965915227e+00
6.200000000000000000e+01,9.872524598007176522e+00
6.300000000000000000e+01,9.820574522536357875e+00
6.400000000000000000e+01,9.789942071812374635e+00
6.500000000000000000e+01,9.772525109862854720e+00
6.600000000000000000e+01,9.779992854819058223e+00
6.700000000000000000e+01,9.808355199624610776e+00
6.800000000000000000e+01,9.864496157256676057e+00
6.900000000000000000e+01,9.931456149982675896e+00
7.000000000000000000e+01,1.003158578292199898e+01
7.100000000000000000e+01,1.016154203882728524e+01
7.200000000000000000e+01,1.031645290775866108e+01
7.300000000000000000e+01,1.049352039536282710e+01
7.400000000000000000e+01,1.069992806288724907e+01
7.500000000000000000e+01,1.092435446328505932e+01
7.600000000000000000e+01,1.117553150219159086e+01
7.700000000000000000e+01,1.145329218938126559e+01
7.800000000000000000e+01,1.176048242535009436e+01
7.900000000000000000e+01,1.208577855319446392e+01
8.000000000000000000e+01,1.243543609130027860e+01
8.100000000000000000e+01,1.280795996249630697e+01
8.200000000000000000e+01,1.320543233798527893e+01
8.300000000000000000e+01,1.362515037339053769e+01
8.400000000000000000e+01,1.406184814020615015e+01
8.500000000000000000e+01,1.450086757112811853e+01
8.600000000000000000e+01,1.492851324913723232e+01
8.700000000000000000e+01,1.532222771520649118e+01
8.800000000000000000e+01,1.565037112216191950e+01
8.900000000000000000e+01,1.587370922467937895e+01
9.000000000000000000e+01,1.595168727066820757e+01
9.100000000000000000e+01,1.587298786012278029e+01
9.200000000000000000e+01,1.564928050965990991e+01
9.300000000000000000e+01,1.532080635374959776e+01
9.400000000000000000e+01,1.492710914914407994e+01
9.500000000000000000e+01,1.449670822995763153e+01
9.600000000000000000e+01,1.405918635813412187e+01
9.700000000000000000e+01,1.362257261912555251e+01
9.800000000000000000e+01,1.320768231345943811e+01
9.900000000000000000e+01,1.280318654398512024e+01
1.000000000000000000e+02,1.242766479113355871e+01
1.010000000000000000e+02,1.208269138627790618e+01
1.020000000000000000e+02,1.175336338942277870e+01
1.030000000000000000e+02,1.145190950423259046e+01
1.040000000000000000e+02,1.117500021374791253e+01
1.050000000000000000e+02,1.092174909955433648e+01
1.060000000000000000e+02,1.069856678340149436e+01
1.070000000000000000e+02,1.049452572153845864e+01
1.080000000000000000e+02,1.031720517716454211e+01
1.090000000000000000e+02,1.016998084041504846e+01
1.100000000000000000e+02,1.004256384068992247e+01
1.110000000000000000e+02,9.940654477964050884e+00
1.120000000000000000e+02,9.869112338300373821e+00
1.130000000000000000e+02,9.817211269660852224e+00
1.140000000000000000e+02,9.789903064023985024e+00
1.150000000000000000e+02,9.780787510067895596e+00
1.160000000000000000e+02,9.796473410488006905e+00
